timestamp,src_mac,dst_mac,in_port
1.7685785293579102,b2:ea:8c:03:c8:a8,33:33:ff:03:c8:a8,1
2.4079432487487793,b2:ea:8c:03:c8:a8,33:33:00:00:00:16,1
2.792379379272461,b2:ea:8c:03:c8:a8,33:33:00:00:00:16,1
2.7926673889160156,b2:ea:8c:03:c8:a8,33:33:00:00:00:02,1
3.1121723651885986,b2:ea:8c:03:c8:a8,33:33:00:00:00:16,1
4.652362585067749,b2:ea:8c:03:c8:a8,ff:ff:ff:ff:ff:ff,1
4.715006113052368,b2:ea:8c:03:c8:a8,e6:3d:9d:ad:22:79,1
6.952149391174316,b2:ea:8c:03:c8:a8,33:33:00:00:00:02,1
14.632329225540161,b2:ea:8c:03:c8:a8,33:33:00:00:00:02,1
